price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description,custom_stock_status,hide_default_stock_status
25754,25754,16998,379135,379135,10,10,"FOCO LED EMBUTIDO 15W 3000K 5,5' 1300LM",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379135_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379135_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379135_10.jpg,Technolamp,1,IVA,4,"REFLECTOR LED","FOCO LED EMBUTIDO 15W 3000K 5,5' 1300LM",Despacho en 24 hrs.,1
24072,24072,15888,379132,379132,10,10,"APLIQUE UP-DOWN E27 FOCUS IP54 GRIS",26,1,Iluminación/Led/Deco-LED,http://www.casamusa.cl/media/catalog/product/3/7/379132.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379132.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379132.jpg,Technolamp,1,IVA,4,"APLIQUE UP-DOWN","APLIQUE UP-DOWN E27 FOCUS IP54 GRIS",Despacho en 24 hrs.,1
38848,38848,25640,379138,379138,10,10,"FOCO LED EMBUTIDO 15W 3000K 4' COB",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379138_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379138_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379138_10.jpg,Technolamp,1,IVA,4,"REFLECTOR LED","FOCO LED EMBUTIDO 15W 3000K 4' COB",Despacho en 24 hrs.,1
60211,60211,39739,379398,379398,10,10,"PANEL LED 40W 595X595MM 4000K CON KIT",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379398_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379398_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379398_10.jpg,Technolamp,1,IVA,4,"PANEL LED","PANEL LED 40W 595X595MM 4000K CON KIT",Despacho en 24 hrs.,1
9545,9545,6300,379180,379180,10,10,"PROYECTOR DE AREA LED 10W 3000K 850LM IP65 IK0,8",26,1,Iluminación/Led/Proyector de Área,http://www.casamusa.cl/media/catalog/product/3/7/379180_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379180_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379180_2.jpg,Technolamp,1,IVA,4,"REFLECTOR AREA","PROYECTOR DE AREA LED 10W 3000K 850LM IP65 IK0,8",Despacho en 24 hrs.,1
9545,9545,6300,379181,379181,10,10,"PROYECTOR DE AREA LED 10W 5000K 850LM IP65 IK0,8",26,1,Iluminación/Led/Proyector de Área,http://www.casamusa.cl/media/catalog/product/3/7/379181_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379181_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379181_2.jpg,Technolamp,1,IVA,4,"REFLECTOR AREA","PROYECTOR DE AREA LED 10W 5000K 850LM IP65 IK0,8",Despacho en 24 hrs.,1
10457,10457,6902,318680,318680,10,10,"APLIQUE REJILLA 60W BLANCO E27 IP54",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/1/318680_10.jpg,http://www.casamusa.cl/media/catalog/product/3/1/318680_10.jpg,http://www.casamusa.cl/media/catalog/product/3/1/318680_10.jpg,Technolamp,1,IVA,4,"APLIQUE 60W","APLIQUE REJILLA 60W BLANCO E27 IP54",Despacho en 24 hrs.,1
169919,169919,112147,379380,379380,10,10,"LUMINARIA BULK LED PEATONAL 40W 6000K IP65 IK0,8",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379380_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379380_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379380_10.jpg,Technolamp,1,IVA,4,"LUMINARIA PEATONAL","LUMINARIA BULK LED PEATONAL 40W 6000K IP65 IK0,8",Despacho en 24 hrs.,1
23920,23920,15787,379183,379183,10,10,"PROYECTOR DE AREA LED 30W 3000K 2550LM IP65 IK0,8",26,1,Iluminación/Led/Proyector de Área,http://www.casamusa.cl/media/catalog/product/3/7/379183_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379183_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379183_2.jpg,Technolamp,1,IVA,4,"REFLECTOR AREA","PROYECTOR DE AREA LED 30W 3000K 2550LM IP65 IK0,8",Despacho en 24 hrs.,1
28676,28676,18926,379345,379345,10,10,"PLAFON LED SOBREPUESTO 12W IP65 3000K 160MM DIAM",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379345_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379345_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379345_10.jpg,Technolamp,1,IVA,4,"PLAFON LED","PLAFON LED SOBREPUESTO 12W IP65 3000K 160MM DIAM",Despacho en 24 hrs.,1
